"key","value","expiration"
"key","owner","expiration"
"id","kode_produk","nama_produk","berat_produk","diameter_produk","lebar_produk","keterangan","status","no_gs","created_at","updated_at"
"1951","68","CPI000000000018MG","1.50 x 1219mm DOMUS COIL A Z27 D490 NEXIUM MG","4010","kg ","CI24-1190378","WH-L03-COIL","2024-09-26","276","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1952","68","CPI000000000018SG","1.50 x 1219mm DOMUS COIL A Z27 D490 NEXIUM SG","2430","kg ","CI24-1189079","WH-L03-COIL","2024-06-04","166","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1953","68","CPI000000000258MG","1.50 x 1219mm DOMUS COIL A Z35 D490 NEXIUM MG","6690","kg ","CI24-1191046","WH-L03-COIL","2024-09-26","460","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1954","68","CPIC1501219275D490/CPIC1501219275G45 AFP","1.50 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","6400","kg ","CI24-101840","WH-L03-COIL","2024-10-25","440","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1955","68","CPIC1900920275G450","1.90 x 920mm DOMUS COIL A Z27 D490 NEXIUM","277","kg ","SL23-3111409","WH-L03-COIL","2023-03-10","20","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1956","68","LPI000000000003POT","1.90 x 40mm DOMUS COIL A NEXIUM","167","kg ","CI24-192123","WH-L03-COIL","2024-09-28","282","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1957","68","CPIC1901219275D490","1.90 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","8313","kg ","CI24-196755","WH-L03-COIL","2024-06-04","456","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1958","68","CPIC1901219275D490","1.90 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","5713","kg ","CI23-188500","WH-L03-COIL","2024-08-27","314","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1959","68","CPIC1901219275D490","1.90 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","5371","kg ","CI24-199006","WH-L03-COIL","2024-08-27","297","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1960","68","CPIC1901219275D490","1.90 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","5506","kg ","CI24-199010","WH-L03-COIL","2024-08-27","302","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1961","68","CPIC2000955100G450","2.00 x 955mm DOMUS COIL A Z10 D490 NEXIUM","4913","kg ","CI22-158841","WH-L03-COIL","2023-03-10","334","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1962","68","CPIC2000955100G450","2.00 x 955mm DOMUS COIL A Z10 D490 NEXIUM","4715","kg ","CI22-158842","WH-L03-COIL","2023-03-10","330","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1963","68","CPIC2000955100G450","2.00 x 955mm DOMUS COIL A Z10 D490 NEXIUM","4954","kg ","CI22-158863","WH-L03-COIL","2023-03-10","336","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1964","68","CPIC2000955140G450","2.00 x 955mm DOMUS COIL A Z14 D490 NEXIUM","4807","kg ","CI22-1101261","WH-L03-COIL","2022-09-22","317","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1965","68","CPIC2000955140G450","2.00 x 955mm DOMUS COIL A Z14 D490 NEXIUM","4722","kg ","CI22-1101263","WH-L03-COIL","2022-09-22","312","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1966","68","CPIC2000955160G450","2.00 x 955mm DOMUS COIL A Z16 D490 NEXIUM","5906","kg ","CI22-1101259","WH-L03-COIL","2022-09-22","391","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1967","68","CPIC2000955160G450","2.00 x 955mm DOMUS COIL A Z16 D490 NEXIUM","4817","kg ","CI22-1101260","WH-L03-COIL","2022-09-22","318","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1968","68","CPIC2000955200G450","2.00 x 955mm DOMUS COIL A Z20 D490 NEXIUM","4731","kg ","CI22-1101264","WH-L03-COIL","2022-09-22","312","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1969","68","CPIC2000955200G450","2.00 x 955mm DOMUS COIL A Z20 D490 NEXIUM","4572","kg ","CI22-1101268","WH-L03-COIL","2022-09-22","302","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1970","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","353","kg ","CI24-199059","WH-L03-COIL","2024-09-28","469","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1971","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","371","kg ","CI24-199060","WH-L03-COIL","2024-09-28","480","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1972","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","347","kg ","CI24-199061","WH-L03-COIL","2024-09-28","450","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1973","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","377","kg ","CI24-199062","WH-L03-COIL","2024-09-28","500","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1974","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","376","kg ","CI24-199065","WH-L03-COIL","2024-09-28","499","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1975","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","385","kg ","CI24-199064","WH-L03-COIL","2024-09-28","510","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1976","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","362","kg ","CI24-199058","WH-L03-COIL","2024-09-28","480","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1977","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","374","kg ","CI24-199063","WH-L03-COIL","2024-09-28","496","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1978","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","397","kg ","CI24-199066","WH-L03-COIL","2024-09-28","526","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1979","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","386","kg ","CI24-199067","WH-L03-COIL","2024-09-28","511","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1980","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","376","kg ","CI24-101885","WH-L03-COIL","2024-09-28","497","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1981","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","365","kg ","CI24-101886","WH-L03-COIL","2024-09-28","483","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1982","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","376","kg ","CI24-101887","WH-L03-COIL","2024-09-28","498","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1983","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","300","kg ","CI24-101889","WH-L03-COIL","2024-09-28","400","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1984","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","299","kg ","CI24-101890","WH-L03-COIL","2024-09-28","398","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1985","68","LPI000000000004POT","2.40 x 40mm DOMUS COIL A NEXIUM","329","kg ","CI24-101891","WH-L03-COIL","2024-09-28","436","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1986","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","8960","kg ","CI23-1110395","WH-L03-COIL","2023-03-09","389","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1987","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","8976","kg ","CI23-1110398","WH-L03-COIL","2023-03-09","390","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1988","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","8924","kg ","CI23-1110402","WH-L03-COIL","2023-03-09","388","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1989","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","8574","kg ","CI23-168089","WH-L03-COIL","2023-03-09","373","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1990","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","9219","kg ","CI23-168090","WH-L03-COIL","2023-03-09","400","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1991","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","9021","kg ","CI23-168093","WH-L03-COIL","2023-03-09","392","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1992","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","8978","kg ","CI23-168094","WH-L03-COIL","2023-03-09","390","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1993","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","8882","kg ","CI23-168095","WH-L03-COIL","2023-03-09","386","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1994","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","8815","kg ","CI23-168097","WH-L03-COIL","2023-03-09","383","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1995","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","8516","kg ","CI23-168105","WH-L03-COIL","2023-03-09","370","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1996","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","5790","kg ","CI23-178428","WH-L03-COIL","2023-09-27","254","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1997","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","5702","kg ","CI23-178430","WH-L03-COIL","2023-09-27","250","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1998","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","6117","kg ","CI23-178427","WH-L03-COIL","2023-09-27","268","2024-12-19 07:58:33","2024-12-19 07:58:33"
"1999","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","6121","kg ","CI23-178429","WH-L03-COIL","2023-09-27","268","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2000","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","6029","kg ","CI23-178431","WH-L03-COIL","2023-09-27","264","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2001","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","6165","kg ","CI23-178432","WH-L03-COIL","2023-09-27","270","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2002","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","6166","kg ","CI23-178433","WH-L03-COIL","2023-09-27","270","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2003","68","CPIC2401219275G450","2.40 x 1219mm DOMUS COIL A Z27 D490 NEXIUM","5880","kg ","CI23-178434","WH-L03-COIL","2023-09-27","258","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2004","68","CPI000000000253MG","2.50 x 1219mm DOMUS COIL A Z27 D440 NEXIUM MG","8776","kg ","CI24-101918","WH-L03-COIL","2024-08-27","370","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2005","68","LPXC0600152100G55","0.60 x 152mm NEXALUME COIL A1","892","kg ","CL24-109856","WH-L03-COIL","2024-11-23","1227","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2006","68","LPXC0600152100G55","0.60 x 152mm NEXALUME COIL A1","903","kg ","CL24-111448","WH-L03-COIL","2024-11-25","1238","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2007","68","LPXC0600152100G55","0.60 x 152mm NEXALUME COIL A1","803","kg ","CL24-112109","WH-L03-COIL","2024-11-30","1095","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2008","68","CP0000000000067MG/CP0000000000101MG","0.25 x 914mm SAKURA COIL A AS70 G550 Silver MG","283","kg ","CL24-1203974","WH-L03-COIL","2024-10-25","150","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2009","68","CPXC02501219070G55/CPTC02501219070G55","0.25 x 1219mm SAKURA COIL A AS70 G550 Silver","3931","kg ","CL24-112062","WH-L03-COIL","2024-12-14","1638","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2010","68","CPXC02501219070G55/CPTC02501219070G55","0.25 x 1219mm SAKURA COIL A AS70 G550 Silver","3900","kg ","CL24-112063","WH-L03-COIL","2024-12-14","1625","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2011","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4263","kg ","CL24-108472","WH-L03-COIL","2024-10-10","2350","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2012","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4158","kg ","CL24-107189","WH-L03-COIL","2024-10-17","2300","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2013","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","2716","kg ","CL24-108559","WH-L03-COIL","2024-12-10","1495","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2014","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","1590","kg ","CL24-108561","WH-L03-COIL","2024-10-17","882","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2015","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","2223","kg ","CL24-108562","WH-L03-COIL","2024-10-17","1230","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2016","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4396","kg ","CL24-109477","WH-L03-COIL","2024-10-22","2433","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2017","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4410","kg ","CL24-110065","WH-L03-COIL","2024-10-30","2433","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2018","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4408","kg ","CL24-110066","WH-L03-COIL","2024-10-30","2433","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2019","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4374","kg ","CL24-110069","WH-L03-COIL","2024-10-30","2413","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2020","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4370","kg ","CL24-110070","WH-L03-COIL","2024-10-30","2413","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2021","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4369","kg ","CL24-110072","WH-L03-COIL","2024-10-30","2410","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2022","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4368","kg ","CL24-110073","WH-L03-COIL","2024-10-30","2413","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2023","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3585","kg ","CL24-110036","WH-L03-COIL","2024-10-31","1908","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2024","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4297","kg ","CL24-110037","WH-L03-COIL","2024-10-31","2370","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2025","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4295","kg ","CL24-110038","WH-L03-COIL","2024-10-31","2370","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2026","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3857","kg ","CL24-110041","WH-L03-COIL","2024-10-31","2130","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2027","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3855","kg ","CL24-110042","WH-L03-COIL","2024-10-31","2130","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2028","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3852","kg ","CL24-110043","WH-L03-COIL","2024-10-31","2130","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2029","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4016","kg ","CL24-110044","WH-L03-COIL","2024-10-31","2221","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2030","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4635","kg ","CL24-110051","WH-L03-COIL","2024-10-31","2563","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2031","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4194","kg ","CL24-110033","WH-L03-COIL","2024-11-19","2230","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2032","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4376","kg ","CL24-110613","WH-L03-COIL","2024-11-19","2368","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2033","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4387","kg ","CL24-110616","WH-L03-COIL","2024-11-19","2348","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2034","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4742","kg ","CL24-110622","WH-L03-COIL","2024-11-19","2518","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2035","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4461","kg ","CL24-110628","WH-L03-COIL","2024-11-19","2363","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2036","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3831","kg ","CL24-110631","WH-L03-COIL","2024-11-19","2031","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2037","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3777","kg ","CL24-110635","WH-L03-COIL","2024-11-19","2028","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2038","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4291","kg ","CL24-110637","WH-L03-COIL","2024-11-19","2363","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2039","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4817","kg ","CL24-110834","WH-L03-COIL","2024-11-19","2553","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2040","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4198","kg ","CL24-110839","WH-L03-COIL","2024-12-18","2250","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2041","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4364","kg ","CL24-110842","WH-L03-COIL","2024-11-19","2350","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2042","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4021","kg ","CL24-110845","WH-L03-COIL","2024-12-18","2160","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2043","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4337","kg ","CL24-110846","WH-L03-COIL","2024-11-19","2320","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2044","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4334","kg ","CL24-110847","WH-L03-COIL","2024-11-19","2320","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2045","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4334","kg ","CL24-110848","WH-L03-COIL","2024-12-18","2320","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2046","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4194","kg ","CL24-110849","WH-L03-COIL","2024-11-19","2246","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2047","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4319","kg ","CL24-110850","WH-L03-COIL","2024-11-19","2320","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2048","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4314","kg ","CL24-110851","WH-L03-COIL","2024-11-19","2320","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2049","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4319","kg ","CL24-110852","WH-L03-COIL","2024-11-19","2320","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2050","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4283","kg ","CL24-110854","WH-L03-COIL","2024-11-19","2270","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2051","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4278","kg ","CL24-110855","WH-L03-COIL","2024-11-19","2270","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2052","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4423","kg ","CL24-110856","WH-L03-COIL","2024-11-19","2348","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2053","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3971","kg ","CL24-110857","WH-L03-COIL","2024-11-19","2111","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2054","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4278","kg ","CL24-110858","WH-L03-COIL","2024-11-19","2300","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2055","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3247","kg ","CL24-110859","WH-L03-COIL","2024-11-19","1748","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2056","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3247","kg ","CL24-110860","WH-L03-COIL","2024-11-19","1748","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2057","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3250","kg ","CL24-110861","WH-L03-COIL","2024-11-19","1748","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2058","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3169","kg ","CL24-110862","WH-L03-COIL","2024-11-19","1705","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2059","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4028","kg ","CL24-110863","WH-L03-COIL","2024-11-19","2148","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2060","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4017","kg ","CL24-110864","WH-L03-COIL","2024-11-19","2148","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2061","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","4023","kg ","CL24-110865","WH-L03-COIL","2024-11-19","2148","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2062","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3841","kg ","CL24-110866","WH-L03-COIL","2024-11-19","2048","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2063","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3993","kg ","CL24-110966","WH-L03-COIL","2024-11-19","2124","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2064","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3510","kg ","CL24-110967","WH-L03-COIL","2024-11-19","1870","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2065","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3668","kg ","CL24-110973","WH-L03-COIL","2024-11-19","1950","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2066","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","3283","kg ","CL24-111319","WH-L03-COIL","2024-11-23","1734","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2067","68","CPXC0250914070G55/CPTC0250914070G55","0.25 x 914mm SAKURA COIL A AS70 G550 Silver","555","kg ","CL24-111320","WH-L03-COIL","2024-11-23","303","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2068","68","CPXC0301219100G55/CPTC0301219100G55TAT","0.30 x 1219mm SAKURA COIL A AS100 G550 Silver","3136","kg ","CL24-112059","WH-L03-COIL","2024-11-28","1078","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2069","68","CPXC0301219100G55/CPTC0301219100G55TAT","0.30 x 1219mm SAKURA COIL A AS100 G550 Silver","4016","kg ","CL24-112066","WH-L03-COIL","2024-11-29","1382","2024-12-19 07:58:33","2024-12-19 07:58:33"
"2070","68","CPXC03501219150G30-EXP/CPTC0351219150G30","0.35 x 1219mm SAKURA COIL A AS150 G300 Silver","4172","kg ","CL23-183206","WH-L03-COIL","2024-11-28","1224","2024-12-19 07:58:33","2024-12-19 07:58:33"
"id","user_id","date","jenis","kaki_pallet","permukaan_pallet","ketebalan_pallet","paku_pallet","keluar_pallet","kaba_simetris","kaba_asimetris","papan_patah","papan_pecah","sesuai","action","foto7","created_at","updated_at"
