"key","value","expiration"
"key","owner","expiration"
"id","kode_produk","nama_produk","berat_produk","diameter_produk","lebar_produk","keterangan","status","no_gs","created_at","updated_at"
"11","GSX24-100837","2024-12-03",NULL,NULL,NULL,"CC",NULL,"cc 2 cc",NULL,"cc","12000",NULL,NULL,"2024-12-03 14:56:19","2024-12-03 14:56:52"
"104","GSX24-100838","2024-12-16",NULL,NULL,NULL,"CSNU1553931",NULL,"B9001WEH",NULL,"BEST SHEDS PTY LTD","2185",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 02:41:57"
"105","GSX24-100839","2024-12-16",NULL,NULL,NULL,"OOLU0552326",NULL,"B9023TEJ",NULL,"BEST SHEDS","2190",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 10:38:38"
"106","GSX24-100840","2024-12-16",NULL,NULL,NULL,"CSNU1582966",NULL,"B9788UEM",NULL,"BEST SHEDS","2185",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 02:20:32"
"107","GSX24-100841","2024-12-16",NULL,NULL,NULL,"OOLU1807930",NULL,"BE8351BY",NULL,"BEST SHEDS","2310",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 05:44:18"
"108","GSX24-100842","2024-12-16",NULL,NULL,NULL,"CSNU1166043",NULL,"B9221BEI",NULL,"BEST SHEDS","2160",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 05:48:14"
"109","GSX24-100843","2024-12-16",NULL,NULL,NULL,"TLLU3346647",NULL,"BE8545AMC",NULL,"BEST SHEDS","2100",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 05:53:26"
"110","GSX24-100844","2024-12-16",NULL,NULL,NULL,"CSNU1413837",NULL,"B9398XQ",NULL,"BEST SHEDS","2185",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 10:33:36"
"111","GSX24-100845","2024-12-16",NULL,NULL,NULL,"BMOU1593052",NULL,"B9137UIV",NULL,"BEST SHEDS","2100",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 10:44:41"
"112","GSX24-100846","2024-12-16",NULL,NULL,NULL,"TLLU2999858",NULL,"B9423UIV",NULL,"BEST SHEDS","2100",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 10:50:40"
"113","GSX24-100847","2024-12-16",NULL,NULL,NULL,"CSNU1597729",NULL,"B9322UIW",NULL,"BEST SHEDS","2185",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 11:11:38"
"114","GSX24-100848","2024-12-16",NULL,NULL,NULL,"DFSU1627386",NULL,"B9136UIV",NULL,"BEST SHEDS","2160",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 11:17:54"
"115","GSX24-100849","2024-12-16",NULL,NULL,NULL,"OOLU0318468",NULL,"B9141UIV",NULL,"BEST SHEDS","2170",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 11:25:51"
"116","GSX24-100850","2024-12-16",NULL,NULL,NULL,"CSNU2032970",NULL,"B9787PEH",NULL,"BEST SHEDS","2185",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 11:32:00"
"117","GSX24-100851","2024-12-16",NULL,NULL,NULL,"CSNU1947576",NULL,"BE8020AMB",NULL,"BEST SHEDS","2185",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 11:36:04"
"118","GSX24-100852","2024-12-16",NULL,NULL,NULL,"OOLU0711109",NULL,"B9878UWY",NULL,"BEST SHEDS","2160",NULL,NULL,"2024-12-16 02:04:53","2024-12-16 11:41:10"
"119","GSX24-100853",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-16 02:04:53","2024-12-16 02:04:53"
"120","GSX24-100854",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-16 02:04:53","2024-12-16 02:04:53"
"121","GSX24-100855",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-16 02:04:53","2024-12-16 02:04:53"
"id","atribute","unicode","size","weight","satuan_berat","destination","type","created_at","updated_at"
"1","SL24-111017-1A-B-C-D-E-F","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2316","MT","SYDNEY","SOX24-24076","2024-09-26 18:19:41","2024-09-26 18:19:41"
"2","SL24-111017-2G-H-I-J-K-L","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2316","MT","SYDNEY","SOX24-24076","2024-09-26 18:19:41","2024-09-26 18:19:41"
"3","SL24-111022-1A-B-C-D-E-F","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2334","MT","SYDNEY","SOX24-24076","2024-09-26 18:19:41","2024-09-26 18:19:41"
"4","SL24-111022-2A-B-C-D-E-F","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2334","MT","SYDNEY","SOX24-24076","2024-09-26 18:19:41","2024-09-26 18:19:41"
"5","SL24-111019-1G-H-I-J-K-L","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2334","MT","SYDNEY","SOX24-24076","2024-09-26 18:19:41","2024-09-26 18:19:41"
"6","SL24-111019-2G-H-I-J-K-L","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2334","MT","SYDNEY","SOX24-24076","2024-09-26 18:19:41","2024-09-26 18:19:41"
"7","SL24-111020-1A-B-C-D-E-F","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2376","MT","SYDNEY","SOX24-24076","2024-09-26 18:19:41","2024-09-26 18:19:41"
"8","SL24-111020-2A-B-C-D-E-F","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2376","MT","SYDNEY","SOX24-24076","2024-09-26 18:19:41","2024-09-26 18:19:41"
"9","SL24-111021-1G-H-I-J-K-L","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2658","MT","SYDNEY","SOX24-24076","2024-09-26 18:19:41","2024-09-26 18:19:41"
"10","SL24-111021-2G-H-I-J-K-L","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2658","MT","SYDNEY","SOX24-24076","2024-09-26 18:19:41","2024-09-26 18:19:41"
"11","SL24-112136-1 A-B-C-D-E-F","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2820","MT","SYDNEY","SOX24-24109","2024-11-21 10:55:35","2024-11-21 10:55:35"
"12","SL24-112136-2 G-H-I-J-K-L","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2820","MT","SYDNEY","SOX24-24109","2024-11-21 10:55:35","2024-11-21 10:55:35"
"13","SL24-112153-1 A-B-C-D-E-F","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2994","MT","SYDNEY","SOX24-24109","2024-11-21 10:55:35","2024-11-21 10:55:35"
"14","SL24-112153-2 G-H-I-J-K-L","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2994","MT","SYDNEY","SOX24-24109","2024-11-21 10:55:35","2024-11-21 10:55:35"
"15","SL24-112753-1 A-B-C-D-E-F","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2994","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"16","SL24-112753-2 G-H-I-J-K-L","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","2994","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"17","SL24-112754-1 A-B-C-D-E-F","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","3000","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"18","SL24-112754-2 G-H-I-J-K-L","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","3000","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"19","SL24-112755-1 A-B-C-D-E-F","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","3120","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"20","SL24-112755-2 G-H-I-J-K-L","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","3120","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"21","SL24-112757 A-B-C-D-E-F-G","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","3423","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"22","SL24-112758 A-B-C-D-E-F-G","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","3325","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"23","SL24-112759 A-B-C-D-E-F-G","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","3346","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"24","SL24-112760 A-B-C-D-E-F-G-H","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","3808","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"25","SL24-112761 A-B-C-D-E-F-G-H","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","3816","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"26","SL24-112756 A-B-C-D-E-F-G-H","INNOTEC BUILDING SYSTEMS PTY.LTD.","0.90mm x 78.5mm AZ150 G300 NEXALUME® Acrylic Coated AFP","3920","MT","SYDNEY","SOX24-24109","2024-12-05 09:33:32","2024-12-05 09:33:32"
"id","atribute","product","size","gros","net","satuan_berat","destination","manufactur","type","created_at","updated_at"
"1","CL24-107058","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3282","3192","KGS","TAURANGA, NZ ","RIVERLEA","SOX24-24086","2024-09-22 18:09:20","2024-09-22 18:09:20"
"2","CL24-107059","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3295","3205","KGS","TAURANGA, NZ ","RIVERLEA","SOX24-24086","2024-09-22 18:09:20","2024-09-22 18:09:20"
"3","CL24-107060","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3304","3214","KGS","TAURANGA, NZ ","RIVERLEA","SOX24-24086","2024-09-22 18:09:20","2024-09-22 18:09:20"
"4","CL24-107061","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3269","3179","KGS","TAURANGA, NZ ","RIVERLEA","SOX24-24086","2024-09-22 18:09:20","2024-09-22 18:09:20"
"5","CL24-107062","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3172","3082","KGS","TAURANGA, NZ ","RIVERLEA","SOX24-24086","2024-09-22 18:09:20","2024-09-22 18:09:20"
"6","CL24-107063","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3171","3081","KGS","TAURANGA, NZ ","RIVERLEA","SOX24-24086","2024-09-22 18:09:20","2024-09-22 18:09:20"
"7","CL24-107064","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3177","3087","KGS","TAURANGA, NZ ","RIVERLEA","SOX24-24086","2024-09-22 18:09:20","2024-09-22 18:09:20"
"8","CL24-107065","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3319","3229","KGS","TAURANGA, NZ ","RIVERLEA","SOX24-24086","2024-09-22 18:09:20","2024-09-22 18:09:20"
"9","SL24-106316-1A-B-C-D","NEXALUME ® COIL AS 1397","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","4330","4240","KGS","NUKU'ALOFA, TONGA","ITS PACIFIC LTD.","SOX24-24094","2024-09-25 19:16:55","2024-09-25 19:16:55"
"10","SL24-106316-2E-F-G","NEXALUME ® COIL AS 1397","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","3270","3180","KGS","NUKU'ALOFA, TONGA","ITS PACIFIC LTD.","SOX24-24094","2024-09-25 19:16:55","2024-09-25 19:16:55"
"11","SL24-106317-1A-B-C-D","NEXALUME ® COIL AS 1397","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","4314","4224","KGS","NUKU'ALOFA, TONGA","ITS PACIFIC LTD.","SOX24-24094","2024-09-25 19:16:55","2024-09-25 19:16:55"
"12","SL24-106317-2E-F-G","NEXALUME ® COIL AS 1397","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","3258","3168","KGS","NUKU'ALOFA, TONGA","ITS PACIFIC LTD.","SOX24-24094","2024-09-25 19:16:55","2024-09-25 19:16:55"
"13","SL24-106318-1A-B-C-D","NEXALUME ® COIL AS 1397","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","4094","4004","KGS","NUKU'ALOFA, TONGA","ITS PACIFIC LTD.","SOX24-24094","2024-09-25 19:16:55","2024-09-25 19:16:55"
"14","SL24-106318-2E-F-G","NEXALUME ® COIL AS 1397","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","3093","3003","KGS","NUKU'ALOFA, TONGA","ITS PACIFIC LTD.","SOX24-24094","2024-09-25 19:16:55","2024-09-25 19:16:55"
"15","SL24-106322-1A-B-C-D","NEXALUME ® COIL AS 1397","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","4198","4108","KGS","NUKU'ALOFA, TONGA","ITS PACIFIC LTD.","SOX24-24094","2024-09-25 19:16:55","2024-09-25 19:16:55"
"16","SL24-111030-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","3485","3395","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"17","SL24-111030-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","3485","3395","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"18","SL24-111031-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","3585","3495","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"19","SL24-111031-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","3585","3495","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"20","SL24-111032-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","3146","3056","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"21","SL24-111032-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","3146","3056","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"22","SL24-111033-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4722","4632","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"23","SL24-111033-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4722","4632","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"24","SL24-111034-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4653","4563","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"25","SL24-111034-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4653","4563","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"26","SL24-111035-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4681","4591","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"27","SL24-111035-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4681","4591","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"28","SL24-111036-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4650","4560","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"29","SL24-111036-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4650","4560","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"30","SL24-111037-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4919","4829","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"31","SL24-111037-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4919","4829","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"32","SL24-111038-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4862","4772","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"33","SL24-111038-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4862","4772","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"34","SL24-111039-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4950","4860","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"35","SL24-111039-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4950","4860","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:42","2024-09-26 21:12:42"
"36","SL24-111040-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4841","4751","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:43","2024-09-26 21:12:43"
"37","SL24-111040-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4841","4751","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:43","2024-09-26 21:12:43"
"38","SL24-111041-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4633","4543","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:43","2024-09-26 21:12:43"
"39","SL24-111041-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4633","4543","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-26 21:12:43","2024-09-26 21:12:43"
"40","SL24-111042-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4647","4557","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:24","2024-09-29 18:43:24"
"41","SL24-111042-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4647","4557","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"42","SL24-111043-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4129","4039","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"43","SL24-111043-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4129","4039","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"44","SL24-111044-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4098","4008","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"45","SL24-111044-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4098","4008","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"46","SL24-111045-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4590","4500","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"47","SL24-111045-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4590","4500","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"48","SL24-111046-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4494","4404","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"49","SL24-111046-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4494","4404","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"50","SL24-111047-1A","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4055","3965","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"51","SL24-111047-2B","NEXIUM® COIL, AS - 1397","2.40mm  x  525mm Z350 G450 NEXIUM® PASSIVATION","4055","3965","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-29 18:43:25","2024-09-29 18:43:25"
"52","SL24-111076-1A-B","NEXIUM® COIL, AS - 1397","2.40mm  x  295mm Z350 G450 NEXIUM® PASSIVATION","5722","5632","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-30 18:21:14","2024-09-30 18:21:14"
"53","SL24-111076-2C","NEXIUM® COIL, AS - 1397","2.40mm  x  295mm Z350 G450 NEXIUM® PASSIVATION","2816","2816","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-30 18:21:14","2024-09-30 18:21:14"
"54","SL24-111077-2C","NEXIUM® COIL, AS - 1397","2.40mm  x  295mm Z350 G450 NEXIUM® PASSIVATION","2899","2809","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-30 18:21:14","2024-09-30 18:21:14"
"55","SL24-111077-1A-B","NEXIUM® COIL, AS - 1397","2.40mm  x  295mm Z350 G450 NEXIUM® PASSIVATION","5708","5618","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-30 18:21:14","2024-09-30 18:21:14"
"56","SL24-111078-1A-B","NEXIUM® COIL, AS - 1397","2.40mm  x  295mm Z350 G450 NEXIUM® PASSIVATION","5788","5698","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-30 18:21:14","2024-09-30 18:21:14"
"57","SL24-111078-2C","NEXIUM® COIL, AS - 1397","2.40mm  x  295mm Z350 G450 NEXIUM® PASSIVATION","2849","2849","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-30 18:21:14","2024-09-30 18:21:14"
"58","SL24-111079-2C","NEXIUM® COIL, AS - 1397","2.40mm  x  295mm Z350 G450 NEXIUM® PASSIVATION","2919","2829","KGS","SYDNEY, AUSTRALIA","BEST SHEDS PTY LTD ","SOX24-24073","2024-09-30 18:21:14","2024-09-30 18:21:14"
